id,name,purposes,legIntPurposes,flexiblePurposes,specialPurposes,features,specialFeatures,cookieMaxAgeSeconds,usesCookies,cookieRefresh,usesNonCookieAccess,dataRetention,urls,dataDeclaration,deviceStorageDisclosureUrl,overflow,deletedDate
834,ADRENALEAD,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],[],"[1, 2]",[3],"[1, 2]",31536000.0,True,True,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'fr', 'privacy': 'https://adrenalead.com/politique-de-protection-des-donnees/', 'legIntClaim': 'https://adrenalead.com/politique-de-protection-des-donnees/'}, {'langId': 'en', 'privacy': 'https://adrenalead.com/en/data-protection-policy', 'legIntClaim': 'https://adrenalead.com/en/data-protection-policy'}]","[1, 5, 7, 8]",https://aleadinfo.com/deviceStorage.json,,
835,Quality Media Network GmbH,"[1, 2, 3, 4, 7, 9]",[],[],"[1, 2]",[],[],25920000.0,True,False,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.qualitymedianetwork.de/datenschutz/', 'legIntClaim': 'https://ads.qualitymedianetwork.de/privacy.php'}]","[1, 2, 6, 8, 11]",https://www.qualitymedianetwork.de/json-file/deviceStorage2.json,,
836,Bring! Labs AG,[1],"[7, 8, 10]","[7, 8]",[],[],[1],,False,False,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.getbring.com/en/privacy-policy', 'legIntClaim': 'https://www.getbring.com/en/privacy-policy'}]","[1, 5, 7, 9, 10, 11]",https://files.getbring.com/iab/DeviceStorageDisclosure.json,,
838,Jetpack Digital LLC,[],"[2, 7, 8, 10, 11]",[],"[1, 2]",[],[],,False,False,True,"{'stdRetention': 3650, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://jetpack.net/privacy', 'legIntClaim': 'https://jetpack.net/privacy'}]",[6],https://ads.jetpackdigital.com/tcf.json,{'httpGetLimit': 128},
839,PIXFUTURE MEDIA INC.,[1],"[2, 7, 10]",[],"[1, 2]",[],"[1, 2]",31536000.0,True,True,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.pixfuture.com/terms-and-conditions#platform-terms', 'legIntClaim': 'https://www.pixfuture.com/terms-and-conditions#platform-terms'}]",[4],https://pixfuture.com/vendor-disclosures.json,,2023-10-12T00:00:00Z
840,Cazamba Serviços de Internet Ltda,"[1, 2, 3, 4, 7, 9, 10, 11]",[],[],"[1, 2]",[3],[],5184000.0,True,True,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'pt', 'privacy': 'https://cazamba.com/platform-privacy/', 'legIntClaim': 'https://cazamba.com/platform-privacy/'}, {'langId': 'en', 'privacy': 'https://cazamba.com/en/privacy-center/', 'legIntClaim': 'https://cazamba.com/en/privacy-center/'}]","[1, 2, 8, 10, 11]",https://ads.cazamba.com/policies/dsd.json,,
842,"PubWise, LLLP",[1],[],[],"[1, 2]",[3],[1],1800.0,True,False,True,"{'stdRetention': 180, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://admin.pubwise.io/publisher/privacypolicy', 'legIntClaim': 'https://admin.pubwise.io/publisher/privacypolicy#gli'}]","[1, 3, 4, 5, 8, 9]",https://admin.pubwise.io/publisher/device-disclosure.json,,
844,SPICY MOBILE Karczewski Zawadzki Spółka Jawna,"[1, 2, 3, 4, 7]",[],[],[],[],[1],2419200.0,True,True,False,"{'stdRetention': 180, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://spicymobile.pl/polityka-prywatnosci'}]","[1, 2, 3, 6, 7]",https://spicyrtb.com/static/iab-disclosure.json,{'httpGetLimit': 128},
845,GeoEdge,[],[7],[7],[1],[1],[],,False,False,False,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.geoedge.com/privacy-policy/', 'legIntClaim': 'https://www.geoedge.com/privacy-policy/'}]","[1, 2]",https://www.geoedge.com/privacy/deviceStorage.json,,
848,BSmartData GmbH,"[1, 2, 3, 4, 7, 9, 10]",[],[],"[1, 2]",[],[],2592000.0,True,False,False,"{'stdRetention': 0, 'purposes': {'3': 7, '4': 7}, 'specialPurposes': {'1': 7}}","[{'langId': 'en', 'privacy': 'https://www.bsmartdata.com/en/privacy/', 'legIntClaim': 'https://www.bsmartdata.com/en/privacy/'}]","[1, 2, 6, 10]",https://ad.bsmartdata.com/DeviceStorage.json,{'httpGetLimit': 128},
849,Epom Ltd.,"[1, 2, 7]",[],[],[2],[1],[],63072000.0,True,True,True,"{'stdRetention': 3, 'purposes': {'2': 730}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://epom.com/privacy-policy', 'legIntClaim': 'https://epom.com/privacy-policy'}]","[1, 2, 8]",https://epom.com/deviceStorage.json,,
850,"Publisher First, Inc.","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],[1],"[1, 2, 3]",[2],604800.0,True,True,True,"{'purposes': {'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 730, '8': 730, '9': 730, '10': 730}, 'specialPurposes': {'1': 730}}","[{'langId': 'en', 'privacy': 'https://freestar.com/privacy-policy/', 'legIntClaim': 'https://freestar.com/privacy-policy/'}]","[1, 2, 3, 4, 6, 8]",https://iab.pub.network/json/freestar-us.json,{'httpGetLimit': 128},
851,Strossle International AB,[1],"[2, 7, 8, 10, 11]",[],"[1, 2]",[],[],,False,False,True,"{'stdRetention': 7, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.strossle.com/platform-privacy-notice', 'legIntClaim': 'https://www.strossle.com/platform-privacy-notice'}]","[1, 3, 8, 11]",https://strossle.com/disclosures.json,,
853,Ensighten,[],"[7, 8]","[7, 8]",[1],[],[1],157680000.0,True,True,False,"{'stdRetention': 1095, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://cheq.ai/privacy-policy/', 'legIntClaim': 'https://cheq.ai/privacy-policy/'}]","[1, 2, 3, 6, 11]",https://iab.ensighten.com/tcf-disclosure.json,,
854,"eMarketingSolutions, Online Marketing S.L.","[2, 7, 8]",[],[],"[1, 2]",[],[],2592000.0,True,False,True,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'es', 'privacy': 'https://emarketingsolutions.es/politica-de-privacidad/', 'legIntClaim': 'https://emarketingsolutions.es/politica-de-privacidad/'}, {'langId': 'en', 'privacy': 'https://emarketingsolutions.es/privacy-policy/?lang=en', 'legIntClaim': 'https://emarketingsolutions.es/privacy-policy/?lang=en'}]","[1, 2, 6]",https://api-emas.uintertool.com/api/disclosures,,
855,Adnuntius AS,"[1, 3, 4]","[2, 7]","[2, 7]","[1, 2]",[3],[1],214748364.0,True,True,True,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {'2': 0}}","[{'langId': 'en', 'privacy': 'https://adnuntius.com/resources/privacy-policy/', 'legIntClaim': 'https://adnuntius.com/resources/privacy-policy/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://delivery.adnuntius.com/.well-known/deviceStorage.json,,
856,Petal Ads,"[1, 3, 4]","[2, 7, 9, 10]","[2, 7, 9, 10]","[1, 2]",[],[],,False,False,True,"{'stdRetention': 365, 'purposes': {'2': 7}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.aspiegel.com/agreement/cch6/def/def/def/ads_EU_b0_latest/priweb/privacy-statement-en-us.htm', 'legIntClaim': 'https://h5hosting.dbankcdn.com/cch5/PPS/ads/interests/legitimate_interests.htm'}]","[1, 2, 3, 6, 7, 8, 10, 11]",https://h5hosting-dre.dbankcdn.com/cch5/PPS/ads/tcfvendor/disclosure.json,,
857,SOMQUERY SOMTAG - (SevenOne Media),"[1, 3, 4]","[2, 10]","[2, 10]","[1, 2]","[1, 2, 3]",[],31536000.0,True,True,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.seven.one/datenschutzhinweise/somquery-somtag', 'legIntClaim': 'https://www.seven.one/datenschutzhinweise/somquery-somtag#legIntClaim'}]","[1, 2, 3, 4, 6, 8, 10, 11]",https://ad.71i.de/consent/deviceStorage.json,,
858,"Mediavine, Inc.","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],"[2, 7, 8, 9, 10, 11]","[1, 2]","[1, 2, 3]",[],31560000.0,True,True,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.mediavine.com/privacy-policy', 'legIntClaim': 'https://www.mediavine.com/privacy-policy'}]","[1, 2, 3, 4, 5, 6, 7, 8, 10, 11]",https://www.mediavine.com/deviceStorage.json,,
860,Publica LLC,"[2, 4, 7]",[],[],[],[3],[1],5184000.0,True,True,True,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://getpublica.com/privacy/'}]","[1, 2, 3]",https://cdn.getpublica.com/gdpr.json,,
861,Triple13 Ltd,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],[],[1],"[1, 2, 3]",[2],7776000.0,True,True,True,"{'purposes': {'2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 730, '8': 730, '9': 730, '10': 730}, 'specialPurposes': {'1': 730}}","[{'langId': 'en', 'privacy': 'https://freestar.com/privacy-policy/', 'legIntClaim': 'https://freestar.com/privacy-policy/'}]","[1, 2, 3, 4, 6, 8]",https://static.s2s.t13.io/iab/deviceStorageDisclosure.json,{'httpGetLimit': 128},
862,Truvid Inc.,"[1, 2, 3, 4, 5, 6, 8]","[7, 10]",[2],"[1, 2]",[],[],5184000.0,True,False,False,"{'stdRetention': 60, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.truvid.com/terms/privacy_policy', 'legIntClaim': 'https://www.truvid.com/terms/privacy_policy'}]","[2, 7, 8]",https://www.truvid.com/deviceStorage.json,,
864,I.R.V. D.O.O.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],[],[],"[1, 2, 3]",[],63072000.0,True,True,True,"{'stdRetention': 4320, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.contentexchange.me/privacy-policy/'}]","[1, 2, 4, 6, 8, 10]",https://hb.contentexchange.me/template/deviceStorage.json,,
865,HEIMSPIEL Medien GmbH &amp; Co KG,"[1, 2, 7, 8]",[],[],"[1, 2]",[3],[],172800.0,True,True,False,"{'stdRetention': 60, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://heimspiel.de/de/rechtliches/informationen-ueber-nutzungsbasierte-online-werbung/', 'legIntClaim': 'https://heimspiel.de/de/rechtliches/informationen-ueber-nutzungsbasierte-online-werbung/'}, {'langId': 'en', 'privacy': 'https://heimspiel.de/legal/privacy-policy-iab-vendor/', 'legIntClaim': 'https://heimspiel.de/legal/privacy-policy-iab-vendor/'}]","[1, 2, 8]",https://s.hs-data.com/iab/v2/deviceStorage.json,,
866,YieldLift LLC,"[1, 2, 7]",[],[],[2],[],[],,False,False,True,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://yieldlift.com/privacy-policy.html', 'legIntClaim': 'https://yieldlift.com/privacy-policy.html'}]",[11],https://yieldlift.s3.amazonaws.com/yl-vendor-device-storage-and-operational-disclosures.json,,
867,Mintegral International Limited,"[1, 2, 7, 8, 9, 10, 11]",[],[],[],[],[],,False,False,True,"{'stdRetention': 730, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.mintegral.com/en/privacy', 'legIntClaim': 'https://www.mintegral.com/en/privacy'}, {'langId': 'zh', 'privacy': 'https://www.mintegral.com/cn/privacy', 'legIntClaim': 'https://www.mintegral.com/cn/privacy'}]","[1, 2, 3, 6, 11]",https://www.mintegral.com/tcfv2-disclosure.json,,
868,Converto AG,"[1, 2, 3, 4, 5, 6, 7, 8, 9]",[],[],[],[3],[],31536000.0,True,False,False,"{'stdRetention': 360, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.converto.com/datenschutz-privacy-policy'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://converto-docs.s3.eu-central-1.amazonaws.com/TCD+2.0+json/converto-tcf-vendor-cookie.json,,2023-10-09T00:00:00Z
869,Brave People Ltd.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",[],"[2, 7, 8, 9, 10]",[1],[3],[1],,False,False,True,"{'stdRetention': 7, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://thebrave.io/privacy-policy/', 'legIntClaim': 'https://thebrave.io/privacy-policy/'}]",[8],https://thebrave.io/tcf.json,,
870,Webgains GmbH,[1],[],[],[],[3],[2],7776000.0,True,False,True,"{'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://www.webgains.com/public/de/datenschutzerklaerung/'}, {'langId': 'en', 'privacy': 'https://www.webgains.com/public/en/privacy-2/'}, {'langId': 'es', 'privacy': 'https://www.webgains.com/public/es/privacidad/'}]","[1, 2, 3, 4]",https://iab.webgains.dev/vendor-disclosure.json,,
871,Ingenious Technologies AG,"[1, 7]",[],[7],"[1, 2]","[2, 3]",[],31536000.0,True,True,False,"{'stdRetention': 92, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.ingenioustechnologies.com/privacy-policy', 'legIntClaim': 'https://www.ingenioustechnologies.com/privacy-policy'}, {'langId': 'de', 'privacy': 'https://www.ingenioustechnologies.com/de/datenschutzerklaerung/', 'legIntClaim': 'https://www.ingenioustechnologies.com/de/datenschutzerklaerung/'}]","[1, 2, 4, 5, 7, 8, 11]",https://storage.googleapis.com/i19s-tcf/deviceStorageDisclosure_871.json,,
872,IVO Media Ltd,[],"[2, 7]",[],[2],[],[],,False,False,False,"{'stdRetention': 0, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.ivo.io/privacy/', 'legIntClaim': 'https://www.ivo.io/privacy/'}]","[1, 6, 8]",https://t.servedbyivo.com/tcfv2.json,,
874,PRECISO SRL,"[1, 2, 3, 4, 5, 6, 7, 8]",[],[],"[1, 2]",[],[],2592000.0,True,True,True,"{'stdRetention': 90, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://preciso.net/privacy', 'legIntClaim': 'https://preciso.net/privacy'}]","[6, 7, 8]",https://preciso.net/deviceStorage.json,{'httpGetLimit': 128},
876,3Q GmbH,[1],"[7, 8]",[],"[1, 2]",[],[],2592000.0,True,True,True,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://3q.video/de/help-center/datenschutzhinweise', 'legIntClaim': 'https://3q.video/de/help-center/datenschutzhinweise'}, {'langId': 'en', 'privacy': 'https://3q.video/en/help-center/privacy-notice', 'legIntClaim': 'https://3q.video/en/help-center/privacy-notice'}]","[2, 8]",https://services.nexx.cloud/tcf/storage-disclosure.json,{'httpGetLimit': 128},
877,Experian LTD,"[1, 3, 5]",[],[],[],"[1, 2, 3]",[],15780000.0,True,False,False,"{'stdRetention': 180, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.experian.co.uk/privacy/consumer-information-portal/'}]","[1, 10, 11]",https://experianmatch.info/tcf/disclosures.json,,
878,Natív Hirdetés Korlátolt Felelősségű Társaság,[1],"[2, 7, 8]",[],"[1, 2]",[3],[],5184000.0,True,True,False,"{'stdRetention': 60, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'hu', 'privacy': 'https://related.hu/adatkezeles/', 'legIntClaim': 'https://related.hu/adatkezeles/'}, {'langId': 'en', 'privacy': 'https://related.hu/en/privacy-policy', 'legIntClaim': 'https://related.hu/en/privacy-policy'}]","[1, 2, 3, 8]",https://related.hu/tcf/tcf.json,,
879,Appush Technologies,"[3, 4]","[2, 7, 9, 10]","[2, 7, 9, 10]","[1, 2]","[1, 2, 3]",[2],,False,False,False,"{'stdRetention': 365, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://appush.com/wp-content/uploads/2022/06/Platform-Privacy-Policy-Appush.pdf', 'legIntClaim': 'https://appush.com/wp-content/uploads/2022/06/Platform-Privacy-Policy-Appush.pdf'}]",[8],https://www.thebiding.com/disclosures.json,,
880,Quantyoo GmbH &amp; Co. KG,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",[],[],[],"[1, 2, 3]",[1],31536000.0,True,True,True,"{'stdRetention': 730, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'de', 'privacy': 'https://quantyoo.de/datenschutz'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://quantyoo.de/tcf/vendor.json,,
881,Hillside (Sports) GP Limited,"[1, 2, 7, 8, 10]",[],[],[2],[],[],388800.0,True,False,False,"{'stdRetention': 45, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.bet365partners.com/en/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/en/privacypolicy'}, {'langId': 'it', 'privacy': 'https://www.bet365partners.com/it/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/it/privacypolicy'}, {'langId': 'es', 'privacy': 'https://www.bet365partners.com/es/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/es/privacypolicy'}, {'langId': 'de', 'privacy': 'https://www.bet365partners.com/de/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/de/privacypolicy'}, {'langId': 'da', 'privacy': 'https://www.bet365partners.com/da/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/da/privacypolicy'}, {'langId': 'sv', 'privacy': 'https://www.bet365partners.com/sv/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/sv/privacypolicy'}, {'langId': 'no', 'privacy': 'https://www.bet365partners.com/nn/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/nn/privacypolicy'}, {'langId': 'fr', 'privacy': 'https://www.bet365partners.com/fr/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/fr/privacypolicy'}, {'langId': 'bg', 'privacy': 'https://www.bet365partners.com/bg/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/bg/privacypolicy'}, {'langId': 'el', 'privacy': 'https://www.bet365partners.com/el/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/el/privacypolicy'}, {'langId': 'pt', 'privacy': 'https://www.bet365partners.com/br/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/br/privacypolicy'}, {'langId': 'pl', 'privacy': 'https://www.bet365partners.com/pl/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/pl/privacypolicy'}, {'langId': 'cs', 'privacy': 'https://www.bet365partners.com/cs/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/cs/privacypolicy'}, {'langId': 'hu', 'privacy': 'https://www.bet365partners.com/hu/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/hu/privacypolicy'}, {'langId': 'sl', 'privacy': 'https://www.bet365partners.com/sk/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/sk/privacypolicy'}, {'langId': 'nl', 'privacy': 'https://www.bet365partners.com/nl/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/nl/privacypolicy'}, {'langId': 'et', 'privacy': 'https://www.bet365partners.com/et/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/et/privacypolicy'}, {'langId': 'ru', 'privacy': 'https://www.bet365partners.com/ru/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/ru/privacypolicy'}, {'langId': 'ja', 'privacy': 'https://www.bet365partners.com/ja/privacypolicy', 'legIntClaim': 'https://www.bet365partners.com/ja/privacypolicy'}]","[1, 2, 4, 11]",https://www.bet365partners.com/privacypolicy/iab_tcf/device_storage.json,,
882,NumberEight Technologies Ltd,"[1, 3, 5, 10]",[9],[],[1],"[2, 3]",[1],,False,False,True,"{'stdRetention': 183, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://portal.eu.numbereight.ai/policies-license#software-privacy-notice', 'legIntClaim': 'https://portal.eu.numbereight.ai/policies-license#software-privacy-notice'}]","[1, 2, 6, 8, 9, 11]",https://server.eu.numbereight.ai/.well-known/deviceStorage.json,,2023-11-10T00:00:00Z
884,Listonic Sp. z o.o.,"[1, 3, 4, 5, 6]","[2, 7, 8, 9, 10, 11]",[],"[1, 2]","[1, 2, 3]","[1, 2]",34560000.0,True,False,True,"{'stdRetention': 4320, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://listonic.com/privacy/', 'legIntClaim': 'https://listonic.com/privacy/'}]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]",https://ocs-pl.oktawave.com/v1/AUTH_0766c9f9-3aa7-4a69-83ac-7625429eb50e/ListonicStatic/TCF/VendorDeviceStorage%26OperationalDisclosures.json,,
885,Dianomi PLC,"[1, 3, 4, 5, 6, 8, 9]","[2, 7, 10]","[2, 7, 10]","[1, 2]",[3],[],15552000.0,True,True,True,"{'stdRetention': 180, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.dianomi.com/legal/privacy.epl', 'legIntClaim': 'https://www.dianomi.com/legal/privacy.epl'}]","[1, 2, 3, 6, 7, 8, 10, 11]",https://www.dianomi.com/device_storage.json,,
888,Gadsme,"[1, 2, 4, 7, 9, 10]",[],[],[],[3],[],,False,False,True,"{'stdRetention': 30, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.gadsme.com/privacy-policy/'}]","[1, 2, 3, 4, 8, 11]",https://www.gadsme.com/device-storage-disclosure.json,,
889,Admo.tv (Clickon),"[7, 9]",[],"[7, 9]",[],[],[],32000000.0,True,True,False,"{'stdRetention': 390, 'purposes': {}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://www.admo.tv/en/privacy-policy', 'legIntClaim': 'https://www.admo.tv/en/privacy-policy'}]","[1, 2, 3, 6, 8, 11]",https://vol.admo.tv/cookie-properties.json,,
890,Channel Pilot Solutions GmbH,"[1, 7]",[],[],[],[],[],12690000.0,True,False,False,"{'purposes': {'7': 30}, 'specialPurposes': {}}","[{'langId': 'en', 'privacy': 'https://channelpilot.co.uk/privacy-policy'}]",[1],https://static.content.channelpilot.com/tcf.json,,
892,GeoProve Limited,[],[],[],[1],"[1, 3]",[1],,False,False,False,"{'purposes': {}, 'specialPurposes': {'1': 215}}","[{'langId': 'en', 'privacy': 'https://www.geoprove.io/?page_id=222', 'legIntClaim': 'https://www.geoprove.io/?page_id=222'}]","[1, 3, 9]",https://www.geoprove.io/deviceStorage.json,,
